f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,class
52,115,254,87,52,244,413,153,1301,44207,82768,26802,12621,63462,108971,28000,442074,6,11,1273,7,1713,693,1341,202,153,4,5,label-4
52,113,269,94,52,98,141,42,1265,41528,61974,28155,61288,62643,63382,959,249170,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,167,43909,83732,26829,8199,63033,110415,29685,439091,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,1579,41954,63905,28193,63105,63582,64212,464,251728,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,168,51153,91500,33219,15455,72815,103660,27489,511539,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,289,41983,64269,29475,62254,63309,64462,904,251902,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,186,50309,91045,32416,6714,71373,106179,30656,503097,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,110,254,85,52,205,413,140,313,45666,80479,32758,10561,71250,106494,29155,502330,6,12,1325,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,3060,52496,80413,34875,79812,79892,79996,76,314977,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,1230,51196,94056,33597,2469,72593,106034,32735,511969,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,209,43274,64261,28565,64176,65505,67848,1661,259648,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,83,52,314,960,263,207,57540,98353,34721,9493,76977,106595,27704,690482,6,13,1587,9,2830,903,2354,202,153,6,7,label-4
52,113,269,94,52,98,141,42,997,42828,67908,29193,64410,65142,65555,519,256969,6,7,791,4,394,419,178,202,89,2,2,label-4
52,120,254,82,52,344,960,256,130,52565,97071,31245,8479,71120,118413,29540,630784,6,13,1571,9,3102,887,2626,202,153,6,7,label-4
52,113,269,94,52,98,141,42,183,50380,76868,35038,75534,75986,76448,373,302285,6,7,791,4,394,419,178,202,89,2,2,label-4
52,132,254,87,52,344,960,257,151,76538,284358,69406,7449,114961,360343,97567,994997,6,14,1857,9,3102,1121,2626,202,153,7,7,label-4
52,113,269,94,52,98,141,42,2625,52148,80609,34609,75084,79429,84468,3862,312891,6,7,791,4,394,419,178,202,89,2,2,label-4
52,123,254,84,52,348,976,261,154,58640,107480,36009,8347,78695,111311,29654,703681,6,13,1603,9,3134,919,2658,202,153,6,7,label-4
52,120,254,82,52,350,976,261,201,50338,88469,28835,7360,67883,110284,27387,604065,6,13,1571,9,3150,887,2674,202,153,6,7,label-4
52,113,269,94,52,98,141,42,4351,51259,75507,33019,74760,77894,79557,2217,307554,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,244,413,153,1358,44211,82804,27659,11326,63381,111174,29035,442115,6,11,1273,7,1713,693,1341,202,153,4,5,label-4
52,113,269,94,52,98,141,42,2244,42798,67975,28747,64173,65235,66579,1002,256791,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,1183,51330,96955,34552,10141,73106,104035,30286,513306,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,334,51241,81134,35430,76687,77477,78775,925,307450,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,113,51370,95513,33710,9567,72836,107908,30151,513700,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,316,51568,79564,35930,76787,77909,79506,1159,309411,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,1134,43409,79290,27110,10477,62171,107633,28234,434094,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,115,254,87,52,205,413,140,139,50488,96619,34612,8888,71638,101912,29403,504881,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,249,42446,67461,29608,61795,64104,68551,3144,254676,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,1864,51744,96080,34689,10483,73657,103861,29503,517447,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,1037,42634,63986,27956,62679,64785,68014,2318,255805,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,83,52,314,960,263,2957,49871,84241,29348,25472,67183,92154,19135,598460,6,13,1587,9,2830,903,2354,202,153,6,7,label-4
52,113,269,94,52,98,141,42,156,41298,61264,27549,61121,62457,64848,1694,247790,6,7,791,4,394,419,178,202,89,2,2,label-4
52,113,269,94,52,98,141,42,241,50852,77863,35760,75860,76400,76836,405,305116,6,7,791,4,394,419,178,202,89,2,2,label-4
52,132,254,82,52,276,960,259,3073,550541,5100082,1385119,18062,595010,5100824,1440354,6606500,6,13,1724,12,3322,1040,2690,202,153,7,7,label-4
52,113,269,94,52,98,141,42,209,41225,62064,29000,61574,61897,62131,235,247354,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,83,52,317,960,259,681,52824,114481,32887,7954,63540,110130,33273,633895,6,13,1587,10,3170,903,2642,202,153,6,7,label-4
52,123,254,84,52,346,960,257,2389,58430,99574,35164,8441,78345,107903,28174,701164,6,13,1603,9,3118,919,2642,202,153,6,7,label-4
52,113,269,94,52,98,141,42,266,43428,65876,28427,62151,66246,70422,3377,260569,6,7,791,4,394,419,178,202,89,2,2,label-4
52,113,269,94,52,98,141,42,221,51674,82291,36414,75911,78048,79195,1512,310047,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,2361,43529,75775,26245,8397,62367,102575,27825,435293,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,356,52530,88802,36688,76272,79992,82886,2762,315185,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,1840,43223,75877,26209,11041,61813,103536,26971,432236,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,268,42106,65726,29096,61014,62313,63038,920,252641,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,1180,50587,91080,33017,11866,71720,105360,28655,505876,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,2396,43093,64732,28218,64880,65802,66764,769,258562,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,83,52,316,976,267,133,57230,95465,35761,23202,76322,109922,24170,686770,6,13,1587,9,2846,903,2370,202,153,6,7,label-4
52,113,269,94,52,98,141,42,252,43301,67898,29873,62853,65438,69707,3040,259808,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,83,52,342,960,256,1983,59918,105238,36087,12720,80136,119722,28948,719016,6,13,1587,9,3086,903,2610,202,153,6,7,label-4
52,113,269,94,52,98,141,42,315,51500,78196,35425,76103,78107,79948,1573,309001,6,7,791,4,394,419,178,202,89,2,2,label-4
52,123,254,84,52,344,960,257,149,51773,94435,31150,12933,69964,109690,26991,621282,6,13,1603,9,3102,919,2626,202,153,6,7,label-4
52,120,254,82,52,350,976,261,284,58571,99773,35622,9679,78435,108537,28210,702852,6,13,1571,9,3150,887,2674,202,153,6,7,label-4
52,130,269,99,52,98,141,42,273,76413,288209,90181,60901,158306,348967,134827,534891,6,8,1045,4,394,621,178,202,89,3,2,label-4
52,115,254,87,52,244,413,153,146,44983,82256,28966,7201,64636,99667,28630,449830,6,11,1273,7,1713,693,1341,202,153,4,5,label-4
52,113,269,94,52,98,141,42,163,44178,67847,30669,65510,67791,69848,1778,265069,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,263,50070,91816,37620,42964,70834,102261,20460,500702,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,252,43206,71852,30161,62669,65710,69617,2901,259239,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,116,50164,92815,33227,8711,71263,101412,29199,501647,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,203,50705,76787,35683,75402,75811,76080,294,304232,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,180,51598,104033,35285,8956,73354,117499,32235,515983,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,89,141,42,2282,77561,271810,91009,63980,101049,163049,40428,465370,6,7,791,5,446,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,159,49966,94381,33752,15181,70784,109133,27944,499661,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,354,51175,76856,34900,75953,77465,80206,1941,307054,6,7,791,4,394,419,178,202,89,2,2,label-4
52,120,254,82,52,314,960,263,238,49116,86419,28003,8259,66138,105373,25986,589397,6,13,1571,9,2830,887,2354,202,153,6,7,label-4
52,113,269,94,52,98,141,42,243,50676,77639,34924,74535,76466,79932,2455,304058,6,7,791,4,394,419,178,202,89,2,2,label-4
52,113,269,94,52,98,141,42,993,42292,63915,28548,63386,64303,65980,1187,253754,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,83,52,348,976,261,6895,50236,85700,26920,9227,67726,103294,25326,602839,6,13,1587,9,3134,903,2658,202,153,6,7,label-4
52,117,254,82,52,291,960,258,262,54534,97799,34175,23834,63356,97557,29556,708951,6,14,1639,11,3206,903,2626,202,153,6,7,label-4
52,122,254,83,52,346,960,257,161,50545,91873,28994,8396,68097,106166,26637,606545,6,13,1587,9,3118,903,2642,202,153,6,7,label-4
52,113,269,94,52,98,141,42,159,51240,77905,36080,76871,77400,78043,485,307445,6,7,791,4,394,419,178,202,89,2,2,label-4
52,113,269,94,52,98,141,42,236,41020,61740,28771,61415,61715,61966,227,246123,6,7,791,4,394,419,178,202,89,2,2,label-4
52,113,269,94,52,98,141,42,209,50720,76137,34711,74886,76496,79131,1878,304320,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,1720,45105,84696,27867,7260,64849,99924,28796,451052,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,302,50948,76405,34855,75369,76830,78501,1287,305688,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,237,43751,81701,28130,8778,62606,92456,26278,437515,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,174,41386,61976,27606,60185,62576,66493,2792,248319,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,192,461,150,306,50795,115177,37190,11239,63790,103631,26782,507958,6,11,1273,8,1541,693,1117,202,153,4,5,label-4
52,113,269,94,52,98,141,42,244,42488,66887,29897,62049,64228,67171,2159,254931,6,7,791,4,394,419,178,202,89,2,2,label-4
40,108,254,80,52,307,960,241,259,60104,293118,69297,4907,83951,300071,78173,901570,6,16,1731,11,3384,903,2804,202,153,6,9,label-4
52,113,269,94,52,98,141,42,1386,52169,82251,35727,77823,79089,80942,1339,313017,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,83,52,292,960,259,1275,65254,127004,43763,5725,70793,121226,35044,783057,6,13,1587,11,3222,903,2642,202,153,6,7,label-4
52,113,269,94,52,98,141,42,355,50167,75322,34389,73879,75506,77093,1312,301007,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,83,52,346,960,257,1422,60212,106876,36971,10225,80954,108263,29189,722555,6,13,1587,9,3118,903,2642,202,153,6,7,label-4
52,113,269,94,52,98,141,42,230,50812,79386,35761,75366,76623,79119,1764,304872,6,7,791,4,394,419,178,202,89,2,2,label-4
52,123,254,84,52,346,960,257,323,51807,93542,30714,8957,69968,117502,29012,621685,6,13,1603,9,3118,919,2642,202,153,6,7,label-4
52,113,269,94,52,98,141,42,1522,52525,82432,35324,76362,79725,82843,2651,315152,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,247,429,156,233,50598,96845,33980,8616,72006,111317,31055,505980,6,11,1273,7,1729,693,1357,202,153,4,5,label-4
52,113,269,94,52,98,141,42,323,51378,79428,35616,76577,77637,78314,759,308268,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,89,52,205,413,140,1365,55771,91568,35929,35754,71300,101317,20962,501943,6,10,1221,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,223,50906,78968,35619,75829,76948,79181,1578,305440,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,213,47697,95855,32604,8961,69176,123465,34982,476979,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,267,41207,62426,28923,61143,61933,62671,624,247247,6,7,791,4,394,419,178,202,89,2,2,label-4
52,121,254,90,52,178,461,147,228,49265,92492,34567,4999,64445,170012,51038,591188,6,13,1578,9,1605,894,1117,202,153,5,5,label-4
52,113,269,94,52,98,141,42,514,41745,62397,28678,61881,62908,64126,926,250471,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,2881,43619,77011,25869,13139,62544,102369,26075,436191,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,164,50350,74889,34647,74854,75793,77465,1184,302101,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,1233,50556,94456,33464,8871,71683,106404,29897,505567,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,163,43123,65366,29028,65400,65806,66509,498,258741,6,7,791,4,394,419,178,202,89,2,2,label-4
52,120,254,82,52,316,976,267,3007,59404,110094,35284,9383,79818,109621,28661,712854,6,13,1571,9,2846,887,2370,202,153,6,7,label-4
52,113,269,94,52,98,141,42,240,42838,67044,30137,63079,64966,66643,1462,257029,6,7,791,4,394,419,178,202,89,2,2,label-4
52,117,254,82,52,342,960,256,369,48859,101939,34553,15388,71766,101442,24337,635173,6,14,1639,9,3086,903,2610,202,153,6,7,label-4
52,113,269,94,52,98,141,42,2091,41878,61921,28114,62040,63336,64006,917,251273,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,83,52,270,960,255,1230,55979,115976,35694,7292,55548,108855,32098,671748,6,13,1587,12,3242,903,2610,202,153,6,7,label-4
52,113,269,94,52,98,141,42,355,51105,76983,35067,75582,77009,78249,1096,306633,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,83,52,344,960,257,966,50696,82926,28012,8004,68290,107011,26446,608358,6,13,1587,9,3102,903,2626,202,153,6,7,label-4
52,113,269,94,52,98,141,42,2034,51413,77653,34678,75078,77792,80399,2173,308480,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,83,52,346,960,257,214,59140,103341,35535,14118,79297,109488,27469,709687,6,13,1587,9,3118,903,2642,202,153,6,7,label-4
52,113,269,94,52,98,141,42,282,43379,68954,29667,63274,66058,69243,2453,260274,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,244,413,153,232,43146,79080,26357,6936,61799,107954,29394,431465,6,11,1273,7,1713,693,1341,202,153,4,5,label-4
52,113,269,94,52,98,141,42,917,42645,67908,29216,62648,64991,67141,1839,255875,6,7,791,4,394,419,178,202,89,2,2,label-4
52,113,269,94,52,98,141,42,218,50683,76317,34503,75242,76731,78404,1297,304103,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,3016,44507,80109,28625,13491,64036,84974,24359,445070,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,115,254,87,52,171,413,139,114,59843,180989,51139,8541,65442,131508,36516,598436,6,11,1273,9,1545,693,1069,202,153,4,5,label-4
52,115,254,87,52,205,413,140,237,51032,102238,34793,9338,72552,115884,31609,510327,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,240,41433,62185,28721,62354,62475,62644,123,248599,6,7,791,4,394,419,178,202,89,2,2,label-4
52,110,254,85,52,159,413,136,386,55326,156174,47965,9915,59336,119784,31936,608587,6,12,1325,10,1597,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,222,42040,63252,29552,62919,63165,63482,235,252243,6,7,791,4,394,419,178,202,89,2,2,label-4
52,123,254,84,52,314,960,263,160,57506,98986,34764,7677,76911,110412,28596,690072,6,13,1603,9,2830,919,2354,202,153,6,7,label-4
52,113,269,94,52,98,141,42,162,50703,75859,35187,75308,76226,77469,911,304223,6,7,791,4,394,419,178,202,89,2,2,label-4
52,120,254,82,52,350,976,261,2693,50828,87169,28964,11012,68292,97553,24000,609941,6,13,1571,9,3150,887,2674,202,153,6,7,label-4
52,113,269,94,52,98,141,42,213,41976,63512,29479,62559,63106,63747,489,251856,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,83,52,348,976,261,565,50050,80642,27812,8474,66971,106229,25868,600605,6,13,1587,9,3134,903,2658,202,153,6,7,label-4
52,113,269,94,52,98,141,42,3022,41434,61135,27079,60570,62821,64414,1636,248607,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,78,52,348,960,243,93,66238,283402,67550,7710,102118,310479,78471,993577,6,16,1844,10,3483,992,2955,202,153,7,8,label-4
52,115,254,87,52,247,429,156,1783,51375,99684,34938,7684,73212,101579,30502,513756,6,11,1273,7,1729,693,1357,202,153,4,5,label-4
52,115,254,87,52,205,413,140,2807,46164,100036,29476,8631,66669,118134,31837,461649,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,127,254,92,52,205,413,140,174,75044,307196,82469,40101,124984,420468,133166,825486,6,12,1526,7,1441,894,1069,202,153,5,5,label-4
52,105,269,90,52,89,141,42,209,84276,282111,87174,75932,128764,282122,88547,589933,6,8,843,5,446,419,178,202,89,2,2,label-4
52,113,269,94,52,98,141,42,2415,51588,85481,34791,75530,80852,89020,5863,309529,6,7,791,4,394,419,178,202,89,2,2,label-4
52,117,455,111,52,319,960,265,167,133635,1027884,261021,3431,79321,177513,51489,1737257,6,14,1647,9,2878,903,2402,403,153,5,7,label-4
52,121,254,81,52,244,960,252,388,487807,5100020,1294315,36247,519634,5056558,1329900,6829307,6,15,1828,14,3426,1040,2690,202,153,7,7,label-4
52,113,269,94,52,98,141,42,1758,51530,77366,35146,77002,77794,78464,603,309183,6,7,791,4,394,419,178,202,89,2,2,label-4
52,123,254,84,52,348,976,261,3995,50741,86226,28185,8743,68628,114541,27809,608898,6,13,1603,9,3134,919,2658,202,153,6,7,label-4
52,113,269,94,52,98,141,42,876,41908,63996,28494,62561,63410,64097,637,251448,6,7,791,4,394,419,178,202,89,2,2,label-4
52,123,254,84,52,348,976,261,240,52662,107759,32056,7671,71291,135677,32671,631955,6,13,1603,9,3134,919,2658,202,153,6,7,label-4
52,113,269,94,52,98,141,42,462,41471,61775,28355,61286,62389,63639,966,248831,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,83,52,348,976,261,2493,59594,103098,36046,15003,79918,108181,26632,715137,6,13,1587,9,3134,903,2658,202,153,6,7,label-4
52,113,269,94,52,98,141,42,2598,51276,75902,34204,75530,77666,78966,1522,307660,6,7,791,4,394,419,178,202,89,2,2,label-4
52,113,269,94,52,98,141,42,2571,42989,68918,28513,60951,65664,71480,4368,257934,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,4209,51581,95631,32835,11269,73639,110735,30346,515812,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,3409,51570,76557,33375,74097,78372,81943,3241,309421,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,3987,43432,78332,25202,8953,62366,109413,29145,434323,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,244,41404,62601,28795,60838,62376,63665,1167,248428,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,2700,51175,104865,33820,7885,72982,120671,33160,511753,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,120,254,82,52,314,960,263,1021,49746,82624,27964,7458,66935,97455,25015,596963,6,13,1571,9,2830,887,2354,202,153,6,7,label-4
52,113,269,94,52,98,141,42,269,41532,62521,28721,61454,62556,64008,1071,249194,6,7,791,4,394,419,178,202,89,2,2,label-4
52,113,269,94,52,98,141,42,1762,51712,81880,35118,74589,78575,84465,4250,310273,6,7,791,4,394,419,178,202,89,2,2,label-4
52,113,269,94,52,98,141,42,1230,42989,65122,28578,62315,64277,67003,1988,257939,6,7,791,4,394,419,178,202,89,2,2,label-4
52,124,254,82,52,330,960,246,153,69876,287159,71519,38138,100480,297027,71744,978265,6,15,1872,10,3307,1072,2779,202,153,7,8,label-4
52,113,269,94,52,98,141,42,186,42196,63918,29532,63006,63354,63547,246,253177,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,83,52,348,976,261,1559,50610,85531,29079,8902,68122,92485,24677,607321,6,13,1587,9,3134,903,2658,202,153,6,7,label-4
52,113,269,94,52,98,141,42,218,49434,75271,34773,73570,74380,75419,772,296608,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,244,413,153,561,51859,97244,37582,29632,73946,112034,25440,518593,6,11,1273,7,1713,693,1341,202,153,4,5,label-4
52,113,269,94,52,98,141,42,2744,42893,64979,28287,62467,65422,67728,2196,257363,6,7,791,4,394,419,178,202,89,2,2,label-4
52,113,269,94,52,98,141,42,840,41655,61910,28326,61473,62709,64174,1114,249935,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,193,50722,90354,33995,10242,72141,102912,29142,507220,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,209,41575,62277,28771,62448,62740,63257,366,249452,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,1450,42765,75109,25392,9401,61206,104018,27521,427656,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,296,42782,67009,29845,63029,65005,68036,2175,256696,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,196,50444,94044,34022,15218,71613,101166,26758,504449,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,241,50541,75524,34903,75030,75964,77077,845,303249,6,7,791,4,394,419,178,202,89,2,2,label-4
52,123,254,84,52,266,960,269,432,57580,178092,46209,9000,63056,117447,31130,690961,6,13,1603,11,2934,919,2354,202,153,6,6,label-4
52,122,254,83,52,348,976,261,2977,50535,86833,28628,11177,68192,105597,25132,606425,6,13,1587,9,3134,903,2658,202,153,6,7,label-4
52,122,254,83,52,348,976,261,230,58417,97526,34559,10157,78224,110613,28001,701013,6,13,1587,9,3134,903,2658,202,153,6,7,label-4
52,113,269,94,52,98,141,42,163,42287,64413,29740,63018,63799,65137,950,253726,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,83,52,344,960,257,2874,49842,83018,27581,12944,67146,108691,25030,598114,6,13,1587,9,3102,903,2626,202,153,6,7,label-4
52,199,569,134,52,410,1432,368,32,2024674,24933230,4637522,32,2988882,25102701,5458078,627831844,6,311,62074,211,86588,45894,75608,517,1380,202,107,label-4
52,113,269,94,52,98,141,42,4214,65805,103483,43740,96333,101263,108022,4943,394831,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,81,52,350,976,261,211,64473,113112,44981,8500,91811,113232,32302,838157,6,14,1623,9,3150,887,2674,202,153,6,7,label-4
52,113,269,94,52,98,141,42,261,41590,64271,29150,61718,62832,64097,977,249545,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,244,413,153,140,50590,92249,33931,7476,71691,104006,30195,505900,6,11,1273,7,1713,693,1341,202,153,4,5,label-4
52,113,269,94,52,98,141,42,3148,51176,75883,33571,74521,77712,79602,2269,307060,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,1226,43217,73927,25679,6156,61872,98722,27632,432177,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,301,42706,67861,29645,62392,64737,68904,2953,256239,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,137,49664,89297,32634,7666,70386,104634,29789,496645,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,216,51528,82266,36359,76121,77883,80795,2073,309169,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,187,43480,76831,25878,11397,62195,104912,27218,434803,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,274,51150,75973,34229,75258,77308,81172,2733,306903,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,310,43689,79826,28498,8117,62585,92572,26455,436895,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,273,50710,75911,34714,75153,76433,78765,1651,304263,6,7,791,4,394,419,178,202,89,2,2,label-4
52,113,269,94,52,98,141,42,218,52248,84207,36862,77326,79398,81327,1636,313492,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,83,52,314,960,263,166,51655,94478,30556,9996,69867,102537,26970,619864,6,13,1587,9,2830,903,2354,202,153,6,7,label-4
52,113,269,94,52,98,141,42,220,51062,79244,35962,76001,76884,77849,756,306377,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,83,52,346,960,257,291,58121,99340,35197,10430,77815,113018,28312,697463,6,13,1587,9,3118,903,2642,202,153,6,7,label-4
52,113,269,94,52,98,141,42,203,42556,69860,29872,62755,64666,67372,1966,255336,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,83,52,346,960,257,188,58757,102881,36016,10229,78659,108899,28261,705087,6,13,1587,9,3118,903,2642,202,153,6,7,label-4
52,130,269,99,52,98,141,42,339,77723,287373,89545,62227,160615,355192,137589,544063,6,8,1045,4,394,621,178,202,89,3,2,label-4
52,122,254,83,52,346,960,257,132,51622,91965,30342,7514,69730,108991,27651,619464,6,13,1587,9,3118,903,2642,202,153,6,7,label-4
52,113,269,94,52,98,141,42,2288,43217,71922,28813,62975,66323,69597,2703,259302,6,7,791,4,394,419,178,202,89,2,2,label-4
52,117,254,82,52,346,960,257,538,55584,108722,39210,25237,81079,108269,24093,722601,6,14,1639,9,3118,903,2642,202,153,6,7,label-4
52,113,269,94,52,98,141,42,820,42005,64038,29001,62706,63586,64492,729,252035,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,244,413,153,225,44316,81037,27717,10935,63532,108689,28567,443166,6,11,1273,7,1713,693,1341,202,153,4,5,label-4
52,115,254,87,52,205,413,140,193,44042,83480,28376,11524,63174,100500,26387,440428,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,172,41227,62866,28993,61099,62223,63059,825,247365,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,236,50167,95610,32610,10632,71339,110412,29876,501674,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,1446,51250,79533,35003,75613,77492,79618,1644,307502,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,324,50468,90270,33812,11546,71090,95928,27414,504686,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,209,50651,79727,35682,75149,76477,78771,1628,303909,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,1272,51351,98947,34279,9442,73015,109560,30502,513512,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
